	Nationality	Date	Classification
58094	American	1964	Print
58095	American	1976	Print
58096	American	1982	Print
58097	American	1918	Print
58098	American	1990	Print
58099	American	1996	Print
58100	American	1933	Print
58101	Spanish	1939	Print
58102	American	1958	Print
58103	Italian	1959	Print
58104	American	1964	Print
58105	American	1947	Print
58106	American	1973	Print
58107	Italian	1982	Print
58108	American	1918	Print
58109	American	1990	Print
58110	American	1935	Print
58111	Spanish	1939	Print
58112	French	1897	Print
58113	German	1913	Print
58114	French	1955	Print
58115	American	1958	Print
58116	German	1962	Print
58117	American	1964	Print
58118	Belgian	1971	Print
58119	American	1973	Print
58120	American	1981	Print
58121	American	1982	Print
58122	American	1919	Print
58123	American	1989	Print
58124	American	1989	Print
58125	American	1989	Print
58126	American	1989	Print
58127	American	1989	Print
58128	American	1989	Print
58129	American	1989	Print
58130	American	1989	Print
58131	American	1989	Print
58132	American	1989	Print
58133	American	1989	Print
58134	American	1989	Print
58135	American	1989	Print
58136	American	1933	Print
58137	Spanish	1939	Print
58138	French	1898	Print
58139	German	1918	Print
58140	American	1906	Print
58141	American	1959	Print
58142	American	1964	Print
58143	Belgian	1971	Print
58144	American	1973	Print
58145	American	1982	Print
58146	American	1982	Print
58147	American	1919	Print
58148	American	1976	Print
58149	German	1991	Print
58150	Spanish	1939	Print
58151	French	1924	Print
58152	American	1911	Print
58153	American	1963	Print
58154	Italian	1967	Print
58155	Belgian	1971	Print
58156	American	1973	Print
58157	American	1970	Print
58158	French	1983	Print
58159	American	1919	Print
58160	German	1919	Print
58161	American	1981	Print
58162	Spanish	1939	Print
58163	French	1916	Print
58164	French	1898	Print
58165	French	1898	Print
58166	American	1919	Print
58167	Chilean	1963	Print
58168	German	1961	Print
58169	American	1967	Print
58170	Belgian	1971	Print
58171	Korean	1976	Print
58172	American	1982	Print
58173	American	1973	Print
58174	American	1919	Print
58175	Dutch	1990	Print
58176	American	1990	Print
58177	Spanish	1939	Print
58178	American	1950	Print
58179	American	1951	Print
58180	American	1910	Print
58181	Argentine	1961	Print
58182	Chilean	1963	Print
58183	Ecuadorian	1965	Print
58184	American	1972	Print
58185	Russian	1944	Print
58186	American	1982	Print
58187	American	1980	Print
58188	American	1919	Print
58189	American	1990	Print
58190	American	1990	Print
58191	Spanish	1939	Print
58192	Swiss	1948	Print
58193	British	1952	Print
58194	American	1963	Print
58195	Panamanian	1963	Print
58196	French	1960	Print
58197	Ecuadorian	1964	Print
58198	German	1974	Print
58199	American	1982	Print
58200	American	1919	Print
58201	American	1983	Print
58202	German	1910	Print
58203	German	1910	Print
58204	German	1910	Print
58205	German	1910	Print
58206	German	1910	Print
58207	Spanish	1939	Print
58208	French	1914	Print
58209	Italian	1944	Print
58210	French	1894	Print
58211	Italian	1958	Print
58212	Ecuadorian	1965	Print
58213	British	1972	Print
58214	Russian	1925	Print
58215	American	1979	Print
58216	British	1981	Print
58217	American	1920	Print
58218	American	1990	Print
58219	German	1921	Print
58220	Spanish	1939	Print
58221	French	1892	Print
58222	Italian	1944	Print
58223	American	1954	Print
58224	French	1897	Print
58225	Italian	1957	Print
58226	Venezuelan	1960	Print
58227	American	1972	Print
58228	American	1972	Print
58229	American	1972	Print
58230	American	1972	Print
58231	American	1972	Print
58232	American	1947	Print
58233	American	1979	Print
58234	Japanese	1983	Print
58235	Japanese	1983	Print
58236	Japanese	1983	Print
58237	Japanese	1983	Print
58238	Japanese	1983	Print
58239	Japanese	1983	Print
58240	American	1920	Print
58241	American	1988	Print
58242	German	1931	Print
58243	Spanish	1939	Print
58244	French	1912	Print
58245	American	1951	Print
58246	American	1949	Print
58247	American	1962	Print
58248	Spanish	1960	Print
58249	Venezuelan	1963	Print
58250	American	1972	Print
58251	American	1972	Print
58252	American	1972	Print
58253	American	1972	Print
58254	American	1972	Print
58255	Spanish	1964	Print
58256	American	1979	Print
58257	American	1982	Print
58258	American	1920	Print
58259	Russian	1989	Print
58260	Spanish	1939	Print
58261	French	1912	Print
58262	American	1963	Print
58263	German	1960	Print
58264	American	1969	Print
58265	American	1969	Print
58266	American	1969	Print
58267	American	1969	Print
58268	American	1969	Print
58269	American	1969	Print
58270	American	1969	Print
58271	American	1969	Print
58272	American	1969	Print
58273	American	1969	Print
58274	American	1969	Print
58275	American	1971	Print
58276	Colombian	1972	Print
58277	American	1981	Print
58278	American	1982	Print
58279	American	1931	Print
58280	American	1988	Print
58281	Italian	1982	Print
58282	Spanish	1939	Print
58283	French	1939	Print
58284	French	1922	Print
58285	German	1949	Print
58286	German	1963	Print
58287	American	1969	Print
58288	Israeli	1970	Print
58289	American	1970	Print
58290	American	1979	Print
58291	Norwegian	1902	Print
58292	American	1981	Print
58293	American	1989	Print
58294	American	1990	Print
58295	Spanish	1939	Print
58296	French	1950	Print
58297	German	1907	Print
58298	German	1962	Print
58299	Swiss	1957	Print
58300	American	1969	Print
58301	American	1919	Print
58302	Australian	1982	Print
58303	American	1982	Print
58304	American	1984	Print
58305	American	1989	Print
58306	American	1992	Print
58307	German	1997	Print
58308	German	1947	Print
58309	Spanish	1939	Print
58310	French	1949	Print
58311	German	1907	Print
58312	Japanese	1963	Print
58313	Polish	1959	Print
58314	American	1969	Print
58315	American	1964	Print
58316	Italian	1981	Print
58317	American	1971	Print
58318	Mexican	1989	Print
58319	American	1938	Print
58320	Italian	1914	Illustrated Book
58321	Spanish	1939	Print
58322	German	1895	Print
58323	German	1911	Print
58324	Japanese	1963	Print
58325	Polish	1963	Print
58326	Chilean	1969	Print
58327	American	1969	Print
58328	American	1982	Print
58329	Spanish	1939	Print
58330	American	1961	Print
58331	Mexican	1989	Print
58332	American	1939	Print
58333	American	1939	Print
58334	American	1996	Print
58335	French	1961	Print
58336	Spanish	1939	Print
58337	French	1950	Print
58338	German	1916	Print
58339	German	1907	Print
58340	Polish	1964	Print
58341	Chilean	1969	Print
58342	American	1969	Print
58343	American	1982	Print
58344	American	1983	Print
58345	American	1983	Print
58346	American	1939	Print
58347	American	1939	Print
58348	American	1939	Print
58349	American	1939	Print
58350	American	1939	Print
58351	American	1939	Print
58352	American	1939	Print
58353	American	1939	Print
58354	American	1939	Print
58355	American	1939	Print
58356	American	1939	Print
58357	American	1939	Print
58358	American	1939	Print
58359	American	1939	Print
58360	French	1954	Print
58361	American	1989	Print
58362	Spanish	1939	Print
58363	French	1950	Print
58364	German	1915	Print
58365	German	1924	Print
58366	Chilean	1966	Print
58367	Chilean	1969	Print
58368	American	1976	Print
58369	American	1982	Print
58370	American	1983	Print
58371	American	1984	Print
58372	American	1983	Print
58373	American	1983	Print
58374	American	1984	Print
58375	American	1983	Print
58376	American	1984	Print
58377	American	1984	Print
58378	American	1983	Print
58379	American	1940	Print
58380	American	1995	Print
58381	American	1997	Print
58382	German	1931	Print
58383	French	1922	Print
58384	Spanish	1939	Print
58385	French	1950	Print
58386	German	1923	Print
58387	German	1923	Print
58388	Chilean	1966	Print
58389	Chilean	1969	Print
58390	American	1971	Print
58391	American	1971	Print
58392	American	1971	Print
58393	American	1971	Print
58394	American	1971	Print
58395	American	1971	Print
58396	American	1971	Print
58397	American	1971	Print
58398	Russian	1936	Print
58399	American	1982	Print
58400	Italian	1959	Print
58401	American	1944	Print
58402	American	1944	Print
58403	American	1990	Print
58404	French	1927	Print
58405	Spanish	1939	Print
58406	French	1950	Print
58407	German	1908	Print
58408	American	1954	Print
58409	Chilean	1965	Print
58410	Chilean	1969	Print
58411	British	1971	Print
58412	American	1982	Print
58413	American	1969	Print
58414	American	1941	Print
58415	American	1941	Print
58416	Spanish	1939	Print
58417	French	1950	Print
58418	German	1915	Print
58419	German	1918	Print
58420	Chilean	1967	Print
58421	Chilean	1969	Print
58422	British	1970	Print
58423	Russian	1972	Print
58424	American	1979	Print
58425	French	1929	Print
58426	American	1943	Print
58427	British	1995	Print
58428	American	1976	Print
58429	Austrian	1914	Print
58430	Spanish	1939	Print
58431	American	1951	Print
58432	German	1921	Print
58433	Russian	1926	Print
58434	Chilean	1969	Print
58435	American	1972	Print
58436	American	1972	Print
58437	Belgian	1977	Print
58438	Swiss	1954	Print
58439	French	1929	Print
58440	American	1942	Print
58441	American	1942	Print
58442	British	1995	Print
58443	American	1987	Print
58444	French	1925	Print
58445	Spanish	1939	Print
58446	Swiss	1950	Print
58447	German	1920	Print
58448	Japanese	1952	Print
58449	American	1961	Print
58450	Chilean	1966	Print
58451	Chilean	1969	Print
58452	American	1972	Print
58453	American	1970	Print
58454	American	1977	Print
58455	Swiss	1956	Print
58456	American	1975	Print
58457	American	1983	Print
58458	American	1942	Print
58459	American	1991	Print
58460	Polish	1912	Print
58461	Spanish	1939	Print
58462	German	1924	Print
58463	Japanese	1950	Print
58464	American	1961	Print
58465	American	1964	Print
58466	Chilean	1969	Print
58467	American	1972	Print
58468	American	1977	Print
58469	American	1968	Print
58470	French	1904	Print
58471	American	1984	Print
58472	American	1985	Print
58473	American	1983	Print
58474	American	1944	Print
58475	American	1944	Print
58476	American	1944	Print
58477	American	1944	Print
58478	American	1944	Print
58479	American	1944	Print
58480	American	1944	Print
58481	American	1944	Print
58482	American	1944	Print
58483	Spanish	1939	Print
58484	Norwegian	1896	Print
58485	American	1954	Print
58486	American	1963	Print
58487	Chilean	1969	Print
58488	American	1972	Print
58489	American	1976	Print
58490	American	1983	Print
58491	American	1983	Print
58492	American	1983	Print
58493	American	1983	Print
58494	American	1983	Print
58495	American	1982	Print
58496	American	1989	Print
58497	American	1983	Print
58498	American	1944	Print
58499	American	1944	Print
58500	American	1996	Print
58501	Spanish	1939	Print
58502	Norwegian	1897	Print
58503	German	1922	Print
58504	German	1940	Print
58505	Dutch	1885	Print
58506	American	1950	Print
58507	Chilean	1969	Print
58508	American	1972	Print
58509	American	1975	Print
58510	German	1982	Print
58511	German	1967	Print
58512	American	1978	Print
58513	American	1991	Print
58514	American	1944	Print
58515	American	1944	Print
58516	American	1944	Print
58517	Spanish	1938	Print
58518	Spanish	1938	Print
58519	Spanish	1938	Print
58520	Spanish	1938	Print
58521	Spanish	1938	Print
58522	Spanish	1938	Print
58523	Spanish	1938	Print
58524	Spanish	1938	Print
58525	Spanish	1938	Print
58526	German	1973	Print
58527	Spanish	1939	Print
58528	Spanish	1922	Print
58529	German	1921	Print
58530	German	1954	Print
58531	American	1961	Print
58532	Brazilian	1963	Print
58533	Chilean	1969	Print
58534	American	1972	Print
58535	Dutch	1973	Print
58536	American	1984	Print
58537	American	1979	Print
58538	Belgian	1972	Print
58539	American	1944	Print
58540	American	1996	Print
58541	German	1973	Print
58542	Spanish	1946	Print
58543	Spanish	1939	Print
58544	German	1924	Print
58545	German	1952	Print
58546	German	1951	Print
58547	French	1900	Print
58548	Chilean	1969	Print
58549	American	1972	Print
58550	Dutch	1973	Print
58551	American	1977	Print
58552	American	1971	Print
58553	American	1984	Print
58554	American	1981	Print
58555	American	1946	Print
58556	American	1945	Print
58557	American	1996	Print
58558	German	1973	Print
58559	Spanish	1939	Print
58560	German	1919	Print
58561	American	1912	Print
58562	Argentine	1961	Print
58563	Chilean	1969	Print
58564	American	1972	Print
58565	Dutch	1973	Print
58566	Japanese	1976	Print
58567	American	1982	Print
58568	American	1984	Print
58569	German	1976	Multiple
58570	Italian	1991	Print
58571	American	1946	Print
58572	American	1946	Print
58573	American	1946	Print
58574	American	1946	Print
58575	American	1996	Print
58576	German	1975	Print
58577	German	1934	Print
58578	Spanish	1939	Print
58579	Spanish	1939	Print
58580	German	1921	Print
58581	American	1950	Print
58582	American	1959	Print
58583	French	1958	Print
58584	Chilean	1969	Print
58585	American	1972	Print
58586	American	1973	Print
58587	Japanese	1976	Print
58588	Danish	1953	Print
58589	American	1984	Print
58590	German	1977	Print
58591	American	1985	Print
58592	American	1946	Print
58593	American	1946	Print
58594	American	1946	Print
58595	Spanish	1953	Print
58596	German	1933	Print
58597	Spanish	1939	Print
58598	Spanish	1939	Print
58599	Belgian	1951	Print
58600	German	1921	Print
58601	American	1954	Print
58602	American	1961	Print
58603	American	1966	Print
58604	American	1967	Print
58605	American	1966	Print
58606	American	1966	Print
58607	American	1966	Print
58608	Chilean	1969	Print
58609	American	1972	Print
58610	Mexican	1973	Print
58611	American	1975	Print
58612	Danish	1953	Print
58613	American	1983	Print
58614	German	1977	Print
58615	American	1975	Print
58616	American	1947	Print
58617	American	1947	Print
58618	American	1947	Print
58619	American	1995	Print
58620	Spanish	1939	Print
58621	Belgian	1949	Print
58622	German	1914	Print
58623	Spanish	1891	Print
58624	British	1956	Print
58625	American	1961	Print
58626	American	1966	Print
58627	Chilean	1969	Print
58628	American	1972	Print
58629	Israeli	1974	Print
58630	American	1975	Print
58631	American	1981	Print
58632	American	1984	Print
58633	German	1985	Multiple
58634	American	1975	Print
58635	American	1946	Print
58636	American	1996	Print
58637	American	1997	Print
58638	Spanish	1939	Print
58639	French	1899	Print
58640	German	1920	Print
58641	Spanish	1891	Print
58642	American	1962	Print
58643	Czech	1898	Print
58644	Chilean	1969	Print
58645	British	1972	Print
58646	American	1968	Print
58647	German	1898	Print
58648	German	1948	Print
58649	American	1984	Print
58650	Spanish	1989	Print
58651	American	1975	Print
58652	American	1948	Print
58653	American	1948	Print
58654	American	1995	Print
58655	American	1995	Print
58656	American	1995	Print
58657	American	1997	Print
58658	Russian	1919	Print
58659	Spanish	1939	Print
58660	French	1911	Print
58661	American	1952	Print
58662	German	1921	Print
58663	American	1960	Print
58664	Chilean	1961	Print
58665	American	1965	Print
58666	Chilean	1969	Print
58667	French	1891	Print
58668	American	1964	Print
58669	American	1977	Print
58670	American	1981	Print
58671	Spanish	1989	Print
58672	American	1990	Print
58673	American	1949	Print
58674	American	1949	Print
58675	American	1949	Print
